链接,面积,房屋户型,楼层,房屋朝向,地铁,小区,位置,时间,租赁方式,付款方式,房屋现状,租赁周期,装修描述,小区介绍,学区介绍,核心卖点,周边配套,交通出行,户型介绍,投资分析
http://gz.lianjia.com/zufang/GZ0002239230.html,64平米,2室1厅1卫  整租,高楼层 (共27层),东北,暂无数据,金碧新城53套出租中,白云石井,98天前发布,整租,暂无数据,暂无数据,暂无数据,业主正在进行新装修 且格局方正 高层采光好  家私电会配齐 一进门就会有家门的感觉,小区环境优美 有游泳馆 篮球场 排球场 环形跑道 小孩玩的场地设施 花园 有商店 便利店 蔬菜瓜果店 文具店 就像是一个小城镇 生活气息浓郁,户型方正 朝东北 侧出阳台 厨房在进门左手边 卫生间在房间中间,5期房子新 家私电齐 高层景观好,户型方正 朝东北 侧出阳台 厨房在进门左手边 卫生间在房间中间,交通出行 126. 17. 556. 519. 228. 212. 232. 280. 521. 563. 834. 839、乡村巴士等公交线,户型方正 朝东北 侧出阳台 厨房在进门左手边 卫生间在房间中间,
http://gz.lianjia.com/zufang/GZ0002239258.html,121平米,3室2厅2卫  整租,高楼层 (共16层),南,暂无数据,金兴花园康盛华庭4套出租中,天河天河公园,178天前发布,整租,暂无数据,暂无数据,暂无数据,装修保养好，家私家电齐，采光十足，冬暖夏凉，住家合适，精装三房，电梯房,金兴花园位于黄埔大道中，地理位置优越，黄埔大道旁的小高层洋房。实用率达到92%，邻近是家乐福，百佳超市，旁边是天河区政府和天河公园。与天河区政府、天河公园、家乐福为临，小区绿化好，环境舒适，交通、生活都方便，毗邻珠江新城、琶洲会展、天河东CBD，是众多购房者梦寐以求的小区。,,康盛华庭 家私家电全齐，保养好，交通便利,商场：家乐福超市 医院：华侨医院邮局：员村邮局 银行：工商银行 其他：天河区政府、茶叶市场 小区内部配套：停车场,,,
http://gz.lianjia.com/zufang/GZ0002239233.html,75平米,2室1厅1卫  整租,中楼层 (共5层),南,距地铁3号线市桥1079米,新城区新城西片3套出租中,番禺市桥,96天前发布,整租,暂无数据,暂无数据,暂无数据,格局相当漂亮，空间利用大，采光通风，布局合理，采光好，没有浪费的空间,,新城区小区是市桥早期的大型居住小区，早期以港人居多，而且配套设施也完善，大型的商场如信和、华润万家等，前往易发商业街方便，小区设施便利。,近地铁 交通出行方便,,番禺2路、303路、310路、番禺2b路、番禺4a路、番禺5路、番禺5长线、番禺8路、洛市专线、市桥汽车站-新垦镇线、市桥汽车站-榄核车站线、市桥汽车站-鳄鱼公园线地铁：3号线市桥站,,
http://gz.lianjia.com/zufang/GZ0002239493.html,95平米,3室1厅1卫  整租,高楼层 (共6层),南 北,暂无数据,怡乐园4街2套出租中,番禺市桥,140天前发布,整租,暂无数据,暂无数据,暂无数据,,小区前边是繁华路步行街、易发商业街、友谊商店、新大新商厦；左边是番山市场；右边是繁华的光明北路。,,,番禺怡乐园位于番禺市桥光明北路，3号线地铁站，交通便利，小区内环境绿树成阴，环境旺中带静，小区内为多层或小高层建筑，玻瑪框架结构，近市桥汽车站，超市，市场，无论是出行还是购物都很方便。,公交：番禺1路，番禺16路，番禺20a路，番禺20b路，番禺23b路，番禺7路，市桥汽车站-宝摩园，地铁：3号线市桥站,,
http://gz.lianjia.com/zufang/GZ0002239487.html,71.75平米,2室2厅1卫  整租,高楼层 (共9层),西北,距地铁2号线南洲396米,南洲名苑美菊阁2套出租中,海珠金碧,95天前发布,整租,暂无数据,暂无数据,暂无数据,楼梯实用两房两厅一卫一厨 西北向 采光通透 业主保养好 干净 户型方正,,,采光通透 格局方正 户型好,商场：百佳超市.华润万家.好又多超市走路五分钟就可到达；教育：：中山大学.中小学：晓港湾小学，79中，蓝天中学，南洲路小学.幼儿园：晓港湾幼儿园医院：中山二院南院 紫荆医院 石溪中医院,交通：地铁2号线(东晓南站)，公交129.263.273.287.299.308.35.5.70.80.夜24.夜44.夜4.13.180.202.221.230.288.530.546.551.59.75.79A.79.836.86.87.9.夜20.夜24.夜7.,,
http://gz.lianjia.com/zufang/GZ0002239684.html,94平米,2室2厅1卫  整租,中楼层 (共32层),东,距地铁3号线珠江新城330米,星汇园C区4套出租中,天河珠江新城西,99天前发布,整租,暂无数据,暂无数据,暂无数据,业主内部保养很干净 ，该房户型方正， 采光充足， 通风性能好，宽敞大气,"星汇园占地面积28,927平方米，总建筑面积213,523平方米，绿化占地率35%。星汇园由8栋33层的高层住宅围绕半圆的花园组成，形成月亮型的楼宇布局，是珠江新城西部较大规模的景观式园林社区",幼儿园：广州空军司令部幼儿园、华南师范附属幼儿园、春田幼儿园、南国幼儿园、海滨幼儿园 中小学：华师附属南国实验中学、华师附属南国实验小学、天河实验小学、天河中学、先烈东小学、体育东小学,通风采光好 视野佳 两套打通 格局改动,,,,
http://gz.lianjia.com/zufang/GZ0002239608.html,113平米,3室2厅2卫  整租,高楼层 (共20层),北,距地铁4号线黄村1005米,中海康城郁金香街2套出租中,天河黄村,116天前发布,整租,暂无数据,暂无数据,暂无数据,温馨舒适 保养好 采光好  家私电也有 高层楼3房 南北对流 厅大房大明厨明卫格局清晰,,,实用3房 电梯高层楼 舒适通风 南北对流,幼儿园：中海康城幼儿园中小学：中海康城小学、东圃中学大学：华联私立大学商场：花花世界大型购物商场、,公交站就在门口，548路、564路、574路、黄村地铁B出口从3号门走距离5分钟路程,,
http://gz.lianjia.com/zufang/GZ0002239561.html,73平米,2室1厅1卫  整租,高楼层 (共9层),南 北,距地铁1号线东山口1039米,达道西路山河东街3套出租中,越秀东山口,124天前发布,整租,暂无数据,暂无数据,暂无数据,此房位于山河东街，两室单位在周边是非常的热门，通风采光没有任何问题，周边没有任何遮挡。,,幼儿园：东山教工幼儿园，智晟幼儿园，新星中英文艺术幼儿园，东山托儿所，童星幼儿园小学：培正小学，署前路小学，东川路小学，红火炬小学，永耀北小学，大沙头路小学，中山二路小学中学：四十中，七中，十六中，培正中学，育才中学,临近地铁 配套成熟 出行方便,菜市场：东川新街市，东富肉菜市场，永胜肉菜市场，东山肉菜市场，东湖菜市场超市：华润万家，胜佳超市，百佳超市，吉之岛，大创生活馆银行：工商银行，建设银行，农业银行，中国银行,,,
http://gz.lianjia.com/zufang/GZ0002239731.html,85平米,3室2厅1卫  整租,中楼层 (共5层),北,暂无数据,祈福新村青怡居9套出租中,番禺祈福,149天前发布,整租,暂无数据,暂无数据,暂无数据,物业业主自住，格局没有改动，交楼标准装修，保养好，拎包可以入住。,青怡居位于祈福大道西面。小区环境幽雅，多种名贵植物，在街道两旁生长茂盛。小区共10条街，每栋为5层高，一梯四户，,,保养新静 通风采光好 业主急租 价格实惠,,"地铁：3号线汉溪长隆站、市桥站五分钟车程，也是祈福新邨离地铁7号线钟村最近的组团；公交：10B(地铁三号线接驳线)、312(地铁二号线、南站)、288路(广州线)、番1, 13,15,97,301等",,
http://gz.lianjia.com/zufang/GZ0002239643.html,37平米,1室1厅1卫  整租,中楼层 (共29层),北,距地铁3号线珠江新城213米,双城国际公寓8套出租中,天河珠江新城西,207天前发布,整租,暂无数据,暂无数据,暂无数据,房子全新装修，方正套件，有独立卫生间、厨房，天燃气管道，可明火煮食。整个房子干净整洁，温馨舒适，房子业主保养很好。,,,可明火 小户型 安静舒适 聚焦社会各高管,购物中心超市，菜市，酒店，咖啡馆，中式、西式、港式餐厅，饭馆，花城广场，广州图书馆，广州大剧院，广东省博物馆，海心沙，广州塔。菜市场就在对面楼二楼。,交通便利，距珠江新城站仅3分，可搭乘三号线和五号线，楼下还有花城大道公交站，多路公交经过。,此房高层单位。面积37平、彩光条件好，此价为此户型独立厨房，可明火煮饭,
http://gz.lianjia.com/zufang/GZ0002239677.html,116.86平米,3室1厅2卫  整租,高楼层 (共26层),北,距地铁1号线体育西路32米,骏汇大厦2套出租中,天河天河南,159天前发布,整租,暂无数据,暂无数据,暂无数据,北向带大阳台+大飘窗，北望太古汇，南望珠江新城，可赏夜景之美！,骏汇大厦位于天河体育西路，天河核心地块之一，地理位置极好。离天河城仅仅300米路程，地铁一、三号现就在骏汇脚下，有几十路公交车行经，交通极为方便。,,实用大三房 地铁脚下 旺中带静 交通便利,周边配套完善 购书广场，广百百货，正佳广场，天河城广场，银行，体育西小学，天荣中学，体育西菜市场等，配套完善。,"地铁口就在脚下 步行可到达  小区还前有公车站  多线路大把经过 交通非常便捷 。
地铁：一号线三号线交汇，体育西路站公交路线。",,
http://gz.lianjia.com/zufang/GZ0002239733.html,58平米,2室1厅1卫  整租,中楼层 (共21层),北,暂无数据,敏捷上品公馆13套出租中,番禺祈福,107天前发布,整租,暂无数据,暂无数据,暂无数据,保养好，精装修 ，格局分明，采光好，楼层位置好，家私家电配套齐,,,复式公寓，适合刚刚工作的单身人士,近菜市场，大型绿化小区，环境好，24小时保安管理，生活配套设施齐,,2厅2房1卫生间1厨房，家电家具在，多种绿色植物，纯天然的氧吧，让您的生活更加健康！采光通风,
http://gz.lianjia.com/zufang/GZ0002239697.html,94平米,2室2厅2卫  整租,中楼层 (共32层),东,距地铁3号线珠江新城330米,星汇园C区4套出租中,天河珠江新城西,99天前发布,整租,暂无数据,暂无数据,暂无数据,业主内部保养很干净 ，该房户型方正， 采光充足， 通风性能好，宽敞大气,"星汇园占地面积28,927平方米，总建筑面积213,523平方米，绿化占地率35%。星汇园由8栋33层的高层住宅围绕半圆的花园组成，形成月亮型的楼宇布局，是珠江新城西部较大规模的景观式园林社区",幼儿园：广州空军司令部幼儿园、华南师范附属幼儿园、春田幼儿园、南国幼儿园、海滨幼儿园 中小学：华师附属南国实验中学、华师附属南国实验小学、天河实验小学、天河中学、先烈东小学、体育东小学,通风采光好 视野佳 两套打通  格局改动,,,,
http://gz.lianjia.com/zufang/GZ0002239730.html,59平米,2室2厅1卫  整租,中楼层 (共8层),东,暂无数据,富丽花园2套出租中,花都铁路西,123天前发布,整租,暂无数据,暂无数据,暂无数据,"简单装修,楼层佳,采光好.低价出租 两房一厅 房子干净舒适不靠路 楼层好",,,周边设施完善，生活便利,"小区周边配套齐全,门口有各种百货商店,菜市场,银行,医院,学校等等,生活非常便利.","小区附近有长途客运站,门口有9路和31路公交车经过,出行非常便利.",,
http://gz.lianjia.com/zufang/GZ0002239740.html,87平米,3室2厅1卫  整租,低楼层 (共18层),北,距地铁3号线沥滘1132米,时代廊桥5套出租中,海珠南洲,116天前发布,整租,暂无数据,暂无数据,暂无数据,交楼装修。时代廊桥的交楼装修，地面为80*80抛光地板砖。格局方正实用，价格便宜，交通方便。,,,时代廊桥 中层三房 家私电器齐,,公交站--沥滘村(原耐火材料场)：35、202、180、195、565、86、70、582、765、762、788、987、51、51A...,时代廊桥 户型为三房两厅一卫两阳台 每个房间都有开窗 明厨明厕 南向阳台通风采光,
